session,a_mean,a_std,b_mean,b_std
2284,225.602783203125,40.503726959228516,210.1443634033203,56.75371551513672
2291,160.3861846923828,51.67609786987305,125.65005493164062,53.66074752807617
2281,197.0986328125,40.12610626220703,127.5216064453125,56.28282165527344
2255,119.44145202636719,44.38414764404297,156.8123016357422,28.466556549072266
2256,119.423095703125,33.59688949584961,172.798583984375,51.620994567871094
2251,222.7433624267578,50.29132843017578,114.05733489990234,53.88543701171875
2242,121.65940856933594,76.25575256347656,125.41564178466797,33.42354202270508
2271,113.58692169189453,64.17166137695312,112.47272491455078,31.846603393554688
2246,187.37005615234375,39.16888427734375,150.6103973388672,41.567161560058594
2202,100.03759765625,35.770042419433594,168.5946807861328,38.06669998168945
2236,160.6453094482422,54.555503845214844,100.42877960205078,43.348182678222656
2294,134.82984924316406,22.361886978149414,141.0648193359375,45.858909606933594
2203,104.67225646972656,30.207866668701172,215.9964599609375,53.47626876831055
2233,111.63500213623047,48.29022979736328,135.39898681640625,82.64064025878906
2277,150.3087921142578,50.10718536376953,154.6726531982422,26.969430923461914
2257,149.99476623535156,45.67173767089844,119.88931274414062,46.58381271362305
2297,107.78645324707031,54.3798942565918,126.2095718383789,48.11894226074219
2298,109.70014953613281,27.480863571166992,113.46491241455078,30.443645477294922
2261,172.3094024658203,40.28563690185547,131.58189392089844,49.29753112792969
2230,117.96886444091797,29.13016128540039,111.25337982177734,39.30044937133789
2245,128.7051239013672,59.56464385986328,244.74256896972656,56.86896514892578
2201,184.29754638671875,52.8878059387207,130.0447540283203,42.565792083740234
2274,214.49432373046875,60.59371566772461,179.3742218017578,50.5483283996582
2240,133.58071899414062,17.93013572692871,118.88394165039062,87.95587158203125
2254,125.18317413330078,43.044273376464844,218.25389099121094,59.3577995300293
2288,201.02365112304688,56.20279312133789,128.05328369140625,54.54108428955078
2282,118.99348449707031,66.9417724609375,192.94314575195312,55.14792251586914
2238,164.78221130371094,48.15239334106445,185.8250732421875,38.71149444580078
2286,118.2985610961914,42.674251556396484,183.88668823242188,40.7764892578125
2273,117.71781158447266,86.31282806396484,124.61505126953125,32.427059173583984
2204,120.64000701904297,17.938064575195312,91.42994689941406,49.57295227050781
2224,119.01837921142578,53.09090042114258,153.35586547851562,43.04353332519531
2269,112.25923156738281,34.963253021240234,118.00550842285156,59.963077545166016
2276,187.86383056640625,40.14548110961914,122.74169158935547,24.53862190246582
2206,119.23246765136719,51.28755569458008,175.5109405517578,38.186527252197266
2223,113.85858917236328,44.16640853881836,205.74374389648438,32.886287689208984
2258,120.12967681884766,48.65890884399414,114.34033966064453,67.10118103027344
2267,232.42213439941406,48.00120544433594,230.97128295898438,64.89595031738281
2272,172.93028259277344,49.429141998291016,200.86061096191406,56.778564453125
2270,125.57173156738281,78.06578063964844,129.8328857421875,59.94395446777344
2250,114.8723373413086,32.59818649291992,117.3139877319336,66.81066131591797
2280,156.41796875,27.946430206298828,130.4818878173828,35.76972579956055
2222,122.9135971069336,39.02224349975586,220.1835479736328,68.13450622558594
2243,99.83642578125,47.37406539916992,173.6731414794922,54.69343566894531
2239,153.62733459472656,59.85000228881836,205.1283721923828,50.56280517578125
2644,99.9802474975586,24.58635139465332,112.2586898803711,86.86322021484375
2680,185.86485290527344,27.374666213989258,123.25697326660156,45.25613021850586
2668,144.22735595703125,38.772823333740234,207.589599609375,41.52735900878906
2606,153.36483764648438,34.74874496459961,125.71024322509766,23.17151641845703
2654,107.39144897460938,55.27089309692383,114.3133316040039,85.34815216064453
2695,98.43286895751953,47.457435607910156,116.84051513671875,38.879478454589844
2649,145.2897491455078,40.86792755126953,129.4589385986328,42.56600570678711
2685,110.57714080810547,37.31318664550781,145.06434631347656,41.573081970214844
2665,171.33164978027344,38.68221664428711,124.7828369140625,53.37065887451172
2698,169.14132690429688,105.23059844970703,234.3129119873047,55.46354675292969
2694,201.1548309326172,40.38383483886719,117.20077514648438,24.674684524536133
2646,117.3099136352539,79.66873168945312,195.5277862548828,42.13754653930664
2633,126.66734313964844,56.36908721923828,226.25857543945312,50.34901809692383
2674,162.0660400390625,52.26090621948242,127.28189849853516,56.56684494018555
